0 ,0,0-0,0,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,0,0,0,1,0,0,0,0,0,,,,,,,
1 ,诞生,0-0,1,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,0,0,0,1,0,0,1,0,0,,,,,,,
2 ,出生情况,0-0,1,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,1,0,0,0,1,0,0,1,0,0,,,,,,,
3 ,我的名字,0-0,1,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,2,0,0,0,1,0,0,1,0,0,,,,,,,
4 ,打疫苗,0-2,1,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,3,0,0,0,1,1,3,1,0,0,,,,,,,
5 ,喝奶,0-1,1,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,0,0,0,1,0,0,1,0,0,,,,,,,
6 ,咿呀学语,0-0,1,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,0,0,0,1,0,0,1,0,0,,,,,,,
7 ,叫爸爸妈妈,1-1,0,1,0-0,0-0,0,0,0-0-0-0-0-0-0-0,7,0,0,0,1,0,0,1,0,0,,,,,,,
8 ,流利说话,2-2,0,1,0-0,0-0,0,0,0-0-0-0-0-0-0-0,7,0,0,0,1,0,0,1,0,0,,,,,,,
9 ,模仿动作,0-1,1,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,0,0,0,1,0,0,1,0,0,,,,,,,
10 ,尝试爬行,0.7-1,1,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,0,0,0,1,0,0,1,0,0,,,,,,,
11 ,尝试走路,1-1,1,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,0,0,0,1,0,0,1,0,0,,,,,,,
12 ,奔跑吧,1-1,1,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,0,0,0,1,1,0,1,0,0,,,,,,,
34 ,自闭症,3-6,0,0.01,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,0,0,0,1,0,0,1,0,0,,,,,,,
44 ,上幼儿园,3-5,1,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,0,0,0,1,0,0,1,0,0,,,,,,,
13 ,公立幼儿园,3-5,0,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,44,0,14-15,0,1,0,0,1,0,1,,,,,,,
14 ,私立幼儿园,3-5,0,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,44,0,13-15,0,1,0,0,1,0,1,,,,,,,
15 ,国际幼儿园,3-5,0,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,44,0,13-14,0,1,0,0,1,0,1,,,,,,,
16 ,儿童表演,3-5,0.5,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,1,0,0,1,0,0,1,0,0,,,,,,,
17 ,尝试识字,2-0,1,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,0,0,0,1,0,0,1,0,0,,,,,,,
45 ,写名字,3-0,0,0.3,0-0,0-0,0,0,0-0-0-0-0-0-0-0,17,0,0,0,1,0,0,1,0,0,,,,,,,
18 ,背古诗,3-5,1,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,17,0,0,0,1,1,0,1,0,0,,,,,,,
19 ,第一次哼唱,2-4,0,0.5,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,0,0,0,1,0,0,1,0,0,,,,,,,
20 ,坐滑梯,2-5,1,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,0,0,0,1,0,0,1,0,0,,,,,,,
21 ,学习礼仪,3-5,1,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,0,0,0,1,0,0,1,0,0,,,,,,,
22 ,学画画,3-5,1,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,0,0,0,1,1,0,1,0,0,,,,,,,
23 ,堆积木,3-5,1,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,0,0,0,1,0,0,1,0,0,,,,,,,
24 ,看绘本,3-5,1,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,0,0,0,1,0,0,1,0,0,,,,,,,
33 ,学习加减法,3-5,1,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,0,0,0,1,0,0,1,0,0,,,,,,,
25 ,背九九乘法表,3-5,1,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,0,0,0,1,0,0,1,0,0,,,,,,,
32 ,学拼音,3-8,0,0.5,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,0,0,0,1,0,0,1,0,0,,,,,,,
26 ,自己穿衣,2-3,1,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,0,0,0,1,0,0,1,0,0,,,,,,,
27 ,学用筷子,3-5,1,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,0,0,0,1,0,0,1,0,0,,,,,,,
28 ,学用勺子,3-5,1,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,0,0,0,1,0,0,1,0,0,,,,,,,
29 ,自己吃饭,2-5,1,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,0,0,0,1,0,0,1,0,0,,,,,,,
30 ,自己上厕所,2-5,1,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,0,0,0,1,0,0,1,0,0,,,,,,,
31 ,进入小学,6-8,1,0,0-0,0-0,0,0,0-0-0-0-0-0-0-0,0,0,0,0,1,0,0,1,0,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
